id,task,arm,seed,host,status,live,observed_steps,training_reward,training_cost,reward_mean,cost_mean,final_artifact_audit,error
SafetyRacecarButton1-v0__penalty_lambda1__s1,SafetyRacecarButton1-v0,penalty_lambda1,1,5090,pending,False,0,,,,,,
SafetyRacecarButton2-v0__penalty_lambda1__s1,SafetyRacecarButton2-v0,penalty_lambda1,1,aliyun,pending,False,0,,,,,,
SafetyRacecarCircle0-v0__penalty_lambda1__s1,SafetyRacecarCircle0-v0,penalty_lambda1,1,30109,pending,False,0,,,,,,
SafetyRacecarCircle1-v0__penalty_lambda1__s1,SafetyRacecarCircle1-v0,penalty_lambda1,1,5090,pending,False,0,,,,,,
SafetyRacecarCircle2-v0__penalty_lambda1__s1,SafetyRacecarCircle2-v0,penalty_lambda1,1,aliyun,pending,False,0,,,,,,
SafetyRacecarGoal0-v0__penalty_lambda1__s1,SafetyRacecarGoal0-v0,penalty_lambda1,1,30109,pending,False,0,,,,,,
SafetyRacecarGoal1-v0__penalty_lambda1__s1,SafetyRacecarGoal1-v0,penalty_lambda1,1,5090,pending,False,0,,,,,,
SafetyRacecarGoal2-v0__penalty_lambda1__s1,SafetyRacecarGoal2-v0,penalty_lambda1,1,aliyun,pending,False,0,,,,,,
SafetyRacecarPush0-v0__penalty_lambda1__s1,SafetyRacecarPush0-v0,penalty_lambda1,1,30109,pending,False,0,,,,,,
SafetyRacecarPush1-v0__penalty_lambda1__s1,SafetyRacecarPush1-v0,penalty_lambda1,1,5090,pending,False,0,,,,,,
SafetyRacecarPush2-v0__penalty_lambda1__s1,SafetyRacecarPush2-v0,penalty_lambda1,1,aliyun,pending,False,0,,,,,,
SafetyRacecarRun0-v0__penalty_lambda1__s1,SafetyRacecarRun0-v0,penalty_lambda1,1,30109,pending,False,0,,,,,,
SafetySwimmerVelocity-v0__penalty_lambda1__s1,SafetySwimmerVelocity-v0,penalty_lambda1,1,5090,pending,False,0,,,,,,
SafetySwimmerVelocity-v1__penalty_lambda1__s1,SafetySwimmerVelocity-v1,penalty_lambda1,1,aliyun,pending,False,0,,,,,,
SafetyWalker2dVelocity-v0__penalty_lambda1__s1,SafetyWalker2dVelocity-v0,penalty_lambda1,1,30109,pending,False,0,,,,,,
SafetyWalker2dVelocity-v1__penalty_lambda1__s1,SafetyWalker2dVelocity-v1,penalty_lambda1,1,5090,pending,False,0,,,,,,
SafetyAntButton0-v0__penalty_lambda10__s1,SafetyAntButton0-v0,penalty_lambda10,1,30109,pending,False,0,,,,,,
SafetyAntButton1-v0__penalty_lambda10__s1,SafetyAntButton1-v0,penalty_lambda10,1,5090,pending,False,0,,,,,,
SafetyAntButton2-v0__penalty_lambda10__s1,SafetyAntButton2-v0,penalty_lambda10,1,aliyun,pending,False,0,,,,,,
SafetyAntCircle0-v0__penalty_lambda10__s1,SafetyAntCircle0-v0,penalty_lambda10,1,30109,pending,False,0,,,,,,
SafetyAntCircle1-v0__penalty_lambda10__s1,SafetyAntCircle1-v0,penalty_lambda10,1,5090,pending,False,0,,,,,,
SafetyAntCircle2-v0__penalty_lambda10__s1,SafetyAntCircle2-v0,penalty_lambda10,1,aliyun,pending,False,0,,,,,,
SafetyAntGoal0-v0__penalty_lambda10__s1,SafetyAntGoal0-v0,penalty_lambda10,1,30109,pending,False,0,,,,,,
SafetyAntGoal1-v0__penalty_lambda10__s1,SafetyAntGoal1-v0,penalty_lambda10,1,5090,pending,False,0,,,,,,
SafetyAntGoal2-v0__penalty_lambda10__s1,SafetyAntGoal2-v0,penalty_lambda10,1,aliyun,pending,False,0,,,,,,
SafetyAntPush0-v0__penalty_lambda10__s1,SafetyAntPush0-v0,penalty_lambda10,1,30109,pending,False,0,,,,,,
SafetyAntPush1-v0__penalty_lambda10__s1,SafetyAntPush1-v0,penalty_lambda10,1,5090,pending,False,0,,,,,,
SafetyAntPush2-v0__penalty_lambda10__s1,SafetyAntPush2-v0,penalty_lambda10,1,aliyun,pending,False,0,,,,,,
SafetyAntRun0-v0__penalty_lambda10__s1,SafetyAntRun0-v0,penalty_lambda10,1,30109,pending,False,0,,,,,,
SafetyAntVelocity-v0__penalty_lambda10__s1,SafetyAntVelocity-v0,penalty_lambda10,1,5090,pending,False,0,,,,,,
SafetyAntVelocity-v1__penalty_lambda10__s1,SafetyAntVelocity-v1,penalty_lambda10,1,aliyun,pending,False,0,,,,,,
SafetyCarButton0-v0__penalty_lambda10__s1,SafetyCarButton0-v0,penalty_lambda10,1,30109,pending,False,0,,,,,,
SafetyCarButton1-v0__penalty_lambda10__s1,SafetyCarButton1-v0,penalty_lambda10,1,5090,pending,False,0,,,,,,
SafetyCarButton2-v0__penalty_lambda10__s1,SafetyCarButton2-v0,penalty_lambda10,1,aliyun,pending,False,0,,,,,,
SafetyCarCircle0-v0__penalty_lambda10__s1,SafetyCarCircle0-v0,penalty_lambda10,1,30109,pending,False,0,,,,,,
SafetyCarCircle1-v0__penalty_lambda10__s1,SafetyCarCircle1-v0,penalty_lambda10,1,5090,pending,False,0,,,,,,
SafetyCarCircle2-v0__penalty_lambda10__s1,SafetyCarCircle2-v0,penalty_lambda10,1,aliyun,pending,False,0,,,,,,
SafetyCarGoal0-v0__penalty_lambda10__s1,SafetyCarGoal0-v0,penalty_lambda10,1,30109,pending,False,0,,,,,,
SafetyCarGoal1-v0__penalty_lambda10__s1,SafetyCarGoal1-v0,penalty_lambda10,1,5090,pending,False,0,,,,,,
SafetyCarGoal2-v0__penalty_lambda10__s1,SafetyCarGoal2-v0,penalty_lambda10,1,aliyun,pending,False,0,,,,,,
SafetyCarPush0-v0__penalty_lambda10__s1,SafetyCarPush0-v0,penalty_lambda10,1,30109,pending,False,0,,,,,,
SafetyCarPush1-v0__penalty_lambda10__s1,SafetyCarPush1-v0,penalty_lambda10,1,5090,pending,False,0,,,,,,
SafetyCarPush2-v0__penalty_lambda10__s1,SafetyCarPush2-v0,penalty_lambda10,1,aliyun,pending,False,0,,,,,,
SafetyCarRun0-v0__penalty_lambda10__s1,SafetyCarRun0-v0,penalty_lambda10,1,30109,pending,False,0,,,,,,
SafetyDoggoButton0-v0__penalty_lambda10__s1,SafetyDoggoButton0-v0,penalty_lambda10,1,5090,pending,False,0,,,,,,
SafetyDoggoButton1-v0__penalty_lambda10__s1,SafetyDoggoButton1-v0,penalty_lambda10,1,aliyun,pending,False,0,,,,,,
SafetyDoggoButton2-v0__penalty_lambda10__s1,SafetyDoggoButton2-v0,penalty_lambda10,1,30109,pending,False,0,,,,,,
SafetyDoggoCircle0-v0__penalty_lambda10__s1,SafetyDoggoCircle0-v0,penalty_lambda10,1,5090,pending,False,0,,,,,,
SafetyDoggoCircle1-v0__penalty_lambda10__s1,SafetyDoggoCircle1-v0,penalty_lambda10,1,aliyun,pending,False,0,,,,,,
SafetyDoggoCircle2-v0__penalty_lambda10__s1,SafetyDoggoCircle2-v0,penalty_lambda10,1,30109,pending,False,0,,,,,,
SafetyDoggoGoal0-v0__penalty_lambda10__s1,SafetyDoggoGoal0-v0,penalty_lambda10,1,5090,pending,False,0,,,,,,
SafetyDoggoGoal1-v0__penalty_lambda10__s1,SafetyDoggoGoal1-v0,penalty_lambda10,1,aliyun,pending,False,0,,,,,,
SafetyDoggoGoal2-v0__penalty_lambda10__s1,SafetyDoggoGoal2-v0,penalty_lambda10,1,30109,pending,False,0,,,,,,
SafetyDoggoPush0-v0__penalty_lambda10__s1,SafetyDoggoPush0-v0,penalty_lambda10,1,5090,pending,False,0,,,,,,
SafetyDoggoPush1-v0__penalty_lambda10__s1,SafetyDoggoPush1-v0,penalty_lambda10,1,aliyun,training,True,100000,-0.10538758799473684,0.0,,,,
SafetyDoggoPush2-v0__penalty_lambda10__s1,SafetyDoggoPush2-v0,penalty_lambda10,1,30109,pending,False,0,,,,,,
SafetyDoggoRun0-v0__penalty_lambda10__s1,SafetyDoggoRun0-v0,penalty_lambda10,1,5090,pending,False,0,,,,,,
SafetyHalfCheetahVelocity-v0__penalty_lambda10__s1,SafetyHalfCheetahVelocity-v0,penalty_lambda10,1,aliyun,pending,False,0,,,,,,
SafetyHalfCheetahVelocity-v1__penalty_lambda10__s1,SafetyHalfCheetahVelocity-v1,penalty_lambda10,1,30109,pending,False,0,,,,,,
SafetyHopperVelocity-v0__penalty_lambda10__s1,SafetyHopperVelocity-v0,penalty_lambda10,1,5090,pending,False,0,,,,,,
SafetyHopperVelocity-v1__penalty_lambda10__s1,SafetyHopperVelocity-v1,penalty_lambda10,1,aliyun,pending,False,0,,,,,,
SafetyHumanoidVelocity-v0__penalty_lambda10__s1,SafetyHumanoidVelocity-v0,penalty_lambda10,1,30109,pending,False,0,,,,,,
SafetyHumanoidVelocity-v1__penalty_lambda10__s1,SafetyHumanoidVelocity-v1,penalty_lambda10,1,5090,pending,False,0,,,,,,
SafetyPointButton0-v0__penalty_lambda10__s1,SafetyPointButton0-v0,penalty_lambda10,1,aliyun,pending,False,0,,,,,,
SafetyPointButton1-v0__penalty_lambda10__s1,SafetyPointButton1-v0,penalty_lambda10,1,30109,pending,False,0,,,,,,
SafetyPointButton2-v0__penalty_lambda10__s1,SafetyPointButton2-v0,penalty_lambda10,1,5090,pending,False,0,,,,,,
SafetyPointCircle0-v0__penalty_lambda10__s1,SafetyPointCircle0-v0,penalty_lambda10,1,aliyun,pending,False,0,,,,,,
SafetyPointCircle1-v0__penalty_lambda10__s1,SafetyPointCircle1-v0,penalty_lambda10,1,30109,pending,False,0,,,,,,
SafetyPointCircle2-v0__penalty_lambda10__s1,SafetyPointCircle2-v0,penalty_lambda10,1,5090,pending,False,0,,,,,,
SafetyPointGoal0-v0__penalty_lambda10__s1,SafetyPointGoal0-v0,penalty_lambda10,1,aliyun,pending,False,0,,,,,,
SafetyPointGoal1-v0__penalty_lambda10__s1,SafetyPointGoal1-v0,penalty_lambda10,1,30109,pending,False,0,,,,,,
SafetyPointGoal2-v0__penalty_lambda10__s1,SafetyPointGoal2-v0,penalty_lambda10,1,5090,pending,False,0,,,,,,
SafetyPointPush0-v0__penalty_lambda10__s1,SafetyPointPush0-v0,penalty_lambda10,1,aliyun,pending,False,0,,,,,,
SafetyPointPush1-v0__penalty_lambda10__s1,SafetyPointPush1-v0,penalty_lambda10,1,30109,pending,False,0,,,,,,
SafetyPointPush2-v0__penalty_lambda10__s1,SafetyPointPush2-v0,penalty_lambda10,1,5090,pending,False,0,,,,,,
SafetyPointRun0-v0__penalty_lambda10__s1,SafetyPointRun0-v0,penalty_lambda10,1,aliyun,pending,False,0,,,,,,
SafetyRacecarButton0-v0__penalty_lambda10__s1,SafetyRacecarButton0-v0,penalty_lambda10,1,30109,pending,False,0,,,,,,
SafetyRacecarButton1-v0__penalty_lambda10__s1,SafetyRacecarButton1-v0,penalty_lambda10,1,5090,pending,False,0,,,,,,
SafetyRacecarButton2-v0__penalty_lambda10__s1,SafetyRacecarButton2-v0,penalty_lambda10,1,aliyun,pending,False,0,,,,,,
SafetyRacecarCircle0-v0__penalty_lambda10__s1,SafetyRacecarCircle0-v0,penalty_lambda10,1,30109,pending,False,0,,,,,,
SafetyRacecarCircle1-v0__penalty_lambda10__s1,SafetyRacecarCircle1-v0,penalty_lambda10,1,5090,pending,False,0,,,,,,
SafetyRacecarCircle2-v0__penalty_lambda10__s1,SafetyRacecarCircle2-v0,penalty_lambda10,1,aliyun,pending,False,0,,,,,,
SafetyRacecarGoal0-v0__penalty_lambda10__s1,SafetyRacecarGoal0-v0,penalty_lambda10,1,30109,pending,False,0,,,,,,
SafetyRacecarGoal1-v0__penalty_lambda10__s1,SafetyRacecarGoal1-v0,penalty_lambda10,1,5090,pending,False,0,,,,,,
SafetyRacecarGoal2-v0__penalty_lambda10__s1,SafetyRacecarGoal2-v0,penalty_lambda10,1,aliyun,pending,False,0,,,,,,
SafetyRacecarPush0-v0__penalty_lambda10__s1,SafetyRacecarPush0-v0,penalty_lambda10,1,30109,pending,False,0,,,,,,
SafetyRacecarPush1-v0__penalty_lambda10__s1,SafetyRacecarPush1-v0,penalty_lambda10,1,5090,pending,False,0,,,,,,
SafetyRacecarPush2-v0__penalty_lambda10__s1,SafetyRacecarPush2-v0,penalty_lambda10,1,aliyun,pending,False,0,,,,,,
SafetyRacecarRun0-v0__penalty_lambda10__s1,SafetyRacecarRun0-v0,penalty_lambda10,1,30109,pending,False,0,,,,,,
SafetySwimmerVelocity-v0__penalty_lambda10__s1,SafetySwimmerVelocity-v0,penalty_lambda10,1,5090,pending,False,0,,,,,,
SafetySwimmerVelocity-v1__penalty_lambda10__s1,SafetySwimmerVelocity-v1,penalty_lambda10,1,aliyun,pending,False,0,,,,,,
SafetyWalker2dVelocity-v0__penalty_lambda10__s1,SafetyWalker2dVelocity-v0,penalty_lambda10,1,30109,pending,False,0,,,,,,
SafetyWalker2dVelocity-v1__penalty_lambda10__s1,SafetyWalker2dVelocity-v1,penalty_lambda10,1,5090,pending,False,0,,,,,,
SafetyAntButton0-v0__trpo_lag__s1,SafetyAntButton0-v0,trpo_lag,1,30109,pending,False,0,,,,,,
SafetyAntButton1-v0__trpo_lag__s1,SafetyAntButton1-v0,trpo_lag,1,5090,pending,False,0,,,,,,
SafetyAntButton2-v0__trpo_lag__s1,SafetyAntButton2-v0,trpo_lag,1,aliyun,pending,False,0,,,,,,
SafetyAntCircle0-v0__trpo_lag__s1,SafetyAntCircle0-v0,trpo_lag,1,30109,pending,False,0,,,,,,
SafetyAntCircle1-v0__trpo_lag__s1,SafetyAntCircle1-v0,trpo_lag,1,5090,pending,False,0,,,,,,
SafetyAntCircle2-v0__trpo_lag__s1,SafetyAntCircle2-v0,trpo_lag,1,aliyun,pending,False,0,,,,,,
SafetyAntGoal0-v0__trpo_lag__s1,SafetyAntGoal0-v0,trpo_lag,1,30109,pending,False,0,,,,,,
SafetyAntGoal1-v0__trpo_lag__s1,SafetyAntGoal1-v0,trpo_lag,1,5090,pending,False,0,,,,,,
SafetyAntGoal2-v0__trpo_lag__s1,SafetyAntGoal2-v0,trpo_lag,1,aliyun,pending,False,0,,,,,,
SafetyAntPush0-v0__trpo_lag__s1,SafetyAntPush0-v0,trpo_lag,1,30109,pending,False,0,,,,,,
SafetyAntPush1-v0__trpo_lag__s1,SafetyAntPush1-v0,trpo_lag,1,5090,pending,False,0,,,,,,
SafetyAntPush2-v0__trpo_lag__s1,SafetyAntPush2-v0,trpo_lag,1,aliyun,pending,False,0,,,,,,
SafetyAntRun0-v0__trpo_lag__s1,SafetyAntRun0-v0,trpo_lag,1,30109,pending,False,0,,,,,,
SafetyAntVelocity-v0__trpo_lag__s1,SafetyAntVelocity-v0,trpo_lag,1,5090,pending,False,0,,,,,,
SafetyAntVelocity-v1__trpo_lag__s1,SafetyAntVelocity-v1,trpo_lag,1,aliyun,pending,False,0,,,,,,
SafetyCarButton0-v0__trpo_lag__s1,SafetyCarButton0-v0,trpo_lag,1,30109,pending,False,0,,,,,,
SafetyCarButton1-v0__trpo_lag__s1,SafetyCarButton1-v0,trpo_lag,1,5090,pending,False,0,,,,,,
SafetyCarButton2-v0__trpo_lag__s1,SafetyCarButton2-v0,trpo_lag,1,aliyun,pending,False,0,,,,,,
SafetyCarCircle0-v0__trpo_lag__s1,SafetyCarCircle0-v0,trpo_lag,1,30109,pending,False,0,,,,,,
SafetyCarCircle1-v0__trpo_lag__s1,SafetyCarCircle1-v0,trpo_lag,1,5090,pending,False,0,,,,,,
SafetyCarCircle2-v0__trpo_lag__s1,SafetyCarCircle2-v0,trpo_lag,1,aliyun,pending,False,0,,,,,,
SafetyCarGoal0-v0__trpo_lag__s1,SafetyCarGoal0-v0,trpo_lag,1,30109,pending,False,0,,,,,,
SafetyCarGoal1-v0__trpo_lag__s1,SafetyCarGoal1-v0,trpo_lag,1,5090,pending,False,0,,,,,,
SafetyCarGoal2-v0__trpo_lag__s1,SafetyCarGoal2-v0,trpo_lag,1,aliyun,pending,False,0,,,,,,
SafetyCarPush0-v0__trpo_lag__s1,SafetyCarPush0-v0,trpo_lag,1,30109,pending,False,0,,,,,,
SafetyCarPush1-v0__trpo_lag__s1,SafetyCarPush1-v0,trpo_lag,1,5090,pending,False,0,,,,,,
SafetyCarPush2-v0__trpo_lag__s1,SafetyCarPush2-v0,trpo_lag,1,aliyun,pending,False,0,,,,,,
SafetyCarRun0-v0__trpo_lag__s1,SafetyCarRun0-v0,trpo_lag,1,30109,pending,False,0,,,,,,
SafetyDoggoButton0-v0__trpo_lag__s1,SafetyDoggoButton0-v0,trpo_lag,1,5090,pending,False,0,,,,,,
SafetyDoggoButton1-v0__trpo_lag__s1,SafetyDoggoButton1-v0,trpo_lag,1,aliyun,pending,False,0,,,,,,
SafetyDoggoButton2-v0__trpo_lag__s1,SafetyDoggoButton2-v0,trpo_lag,1,30109,pending,False,0,,,,,,
SafetyDoggoCircle0-v0__trpo_lag__s1,SafetyDoggoCircle0-v0,trpo_lag,1,5090,pending,False,0,,,,,,
SafetyDoggoCircle1-v0__trpo_lag__s1,SafetyDoggoCircle1-v0,trpo_lag,1,aliyun,pending,False,0,,,,,,
SafetyDoggoCircle2-v0__trpo_lag__s1,SafetyDoggoCircle2-v0,trpo_lag,1,30109,pending,False,0,,,,,,
SafetyDoggoGoal0-v0__trpo_lag__s1,SafetyDoggoGoal0-v0,trpo_lag,1,5090,pending,False,0,,,,,,
SafetyDoggoGoal1-v0__trpo_lag__s1,SafetyDoggoGoal1-v0,trpo_lag,1,aliyun,pending,False,0,,,,,,
SafetyDoggoGoal2-v0__trpo_lag__s1,SafetyDoggoGoal2-v0,trpo_lag,1,30109,pending,False,0,,,,,,
SafetyDoggoPush0-v0__trpo_lag__s1,SafetyDoggoPush0-v0,trpo_lag,1,5090,pending,False,0,,,,,,
SafetyDoggoPush1-v0__trpo_lag__s1,SafetyDoggoPush1-v0,trpo_lag,1,aliyun,pending,False,0,,,,,,
SafetyDoggoPush2-v0__trpo_lag__s1,SafetyDoggoPush2-v0,trpo_lag,1,30109,pending,False,0,,,,,,
SafetyDoggoRun0-v0__trpo_lag__s1,SafetyDoggoRun0-v0,trpo_lag,1,5090,pending,False,0,,,,,,
SafetyHalfCheetahVelocity-v0__trpo_lag__s1,SafetyHalfCheetahVelocity-v0,trpo_lag,1,aliyun,pending,False,0,,,,,,
SafetyHalfCheetahVelocity-v1__trpo_lag__s1,SafetyHalfCheetahVelocity-v1,trpo_lag,1,30109,pending,False,0,,,,,,
SafetyHopperVelocity-v0__trpo_lag__s1,SafetyHopperVelocity-v0,trpo_lag,1,5090,pending,False,0,,,,,,
SafetyHopperVelocity-v1__trpo_lag__s1,SafetyHopperVelocity-v1,trpo_lag,1,aliyun,pending,False,0,,,,,,
SafetyHumanoidVelocity-v0__trpo_lag__s1,SafetyHumanoidVelocity-v0,trpo_lag,1,30109,pending,False,0,,,,,,
SafetyHumanoidVelocity-v1__trpo_lag__s1,SafetyHumanoidVelocity-v1,trpo_lag,1,5090,pending,False,0,,,,,,
SafetyPointButton0-v0__trpo_lag__s1,SafetyPointButton0-v0,trpo_lag,1,aliyun,pending,False,0,,,,,,
SafetyPointButton1-v0__trpo_lag__s1,SafetyPointButton1-v0,trpo_lag,1,30109,pending,False,0,,,,,,
SafetyPointButton2-v0__trpo_lag__s1,SafetyPointButton2-v0,trpo_lag,1,5090,pending,False,0,,,,,,
SafetyPointCircle0-v0__trpo_lag__s1,SafetyPointCircle0-v0,trpo_lag,1,aliyun,pending,False,0,,,,,,
SafetyPointCircle1-v0__trpo_lag__s1,SafetyPointCircle1-v0,trpo_lag,1,30109,pending,False,0,,,,,,
SafetyPointCircle2-v0__trpo_lag__s1,SafetyPointCircle2-v0,trpo_lag,1,5090,pending,False,0,,,,,,
SafetyPointGoal0-v0__trpo_lag__s1,SafetyPointGoal0-v0,trpo_lag,1,aliyun,pending,False,0,,,,,,
SafetyPointGoal1-v0__trpo_lag__s1,SafetyPointGoal1-v0,trpo_lag,1,30109,pending,False,0,,,,,,
SafetyPointGoal2-v0__trpo_lag__s1,SafetyPointGoal2-v0,trpo_lag,1,5090,pending,False,0,,,,,,
SafetyPointPush0-v0__trpo_lag__s1,SafetyPointPush0-v0,trpo_lag,1,aliyun,pending,False,0,,,,,,
SafetyPointPush1-v0__trpo_lag__s1,SafetyPointPush1-v0,trpo_lag,1,30109,pending,False,0,,,,,,
SafetyPointPush2-v0__trpo_lag__s1,SafetyPointPush2-v0,trpo_lag,1,5090,pending,False,0,,,,,,
SafetyPointRun0-v0__trpo_lag__s1,SafetyPointRun0-v0,trpo_lag,1,aliyun,pending,False,0,,,,,,
SafetyRacecarButton0-v0__trpo_lag__s1,SafetyRacecarButton0-v0,trpo_lag,1,30109,pending,False,0,,,,,,
SafetyRacecarButton1-v0__trpo_lag__s1,SafetyRacecarButton1-v0,trpo_lag,1,5090,pending,False,0,,,,,,
SafetyRacecarButton2-v0__trpo_lag__s1,SafetyRacecarButton2-v0,trpo_lag,1,aliyun,pending,False,0,,,,,,
SafetyRacecarCircle0-v0__trpo_lag__s1,SafetyRacecarCircle0-v0,trpo_lag,1,30109,pending,False,0,,,,,,
SafetyRacecarCircle1-v0__trpo_lag__s1,SafetyRacecarCircle1-v0,trpo_lag,1,5090,pending,False,0,,,,,,
SafetyRacecarCircle2-v0__trpo_lag__s1,SafetyRacecarCircle2-v0,trpo_lag,1,aliyun,pending,False,0,,,,,,
SafetyRacecarGoal0-v0__trpo_lag__s1,SafetyRacecarGoal0-v0,trpo_lag,1,30109,pending,False,0,,,,,,
SafetyRacecarGoal1-v0__trpo_lag__s1,SafetyRacecarGoal1-v0,trpo_lag,1,5090,pending,False,0,,,,,,
SafetyRacecarGoal2-v0__trpo_lag__s1,SafetyRacecarGoal2-v0,trpo_lag,1,aliyun,pending,False,0,,,,,,
SafetyRacecarPush0-v0__trpo_lag__s1,SafetyRacecarPush0-v0,trpo_lag,1,30109,pending,False,0,,,,,,
SafetyRacecarPush1-v0__trpo_lag__s1,SafetyRacecarPush1-v0,trpo_lag,1,5090,pending,False,0,,,,,,
SafetyRacecarPush2-v0__trpo_lag__s1,SafetyRacecarPush2-v0,trpo_lag,1,aliyun,pending,False,0,,,,,,
SafetyRacecarRun0-v0__trpo_lag__s1,SafetyRacecarRun0-v0,trpo_lag,1,30109,pending,False,0,,,,,,
SafetySwimmerVelocity-v0__trpo_lag__s1,SafetySwimmerVelocity-v0,trpo_lag,1,5090,pending,False,0,,,,,,
SafetySwimmerVelocity-v1__trpo_lag__s1,SafetySwimmerVelocity-v1,trpo_lag,1,aliyun,pending,False,0,,,,,,
SafetyWalker2dVelocity-v0__trpo_lag__s1,SafetyWalker2dVelocity-v0,trpo_lag,1,30109,pending,False,0,,,,,,
SafetyWalker2dVelocity-v1__trpo_lag__s1,SafetyWalker2dVelocity-v1,trpo_lag,1,5090,pending,False,0,,,,,,
SafetyAntButton0-v0__cpo__s1,SafetyAntButton0-v0,cpo,1,30109,pending,False,0,,,,,,
SafetyAntButton1-v0__cpo__s1,SafetyAntButton1-v0,cpo,1,5090,pending,False,0,,,,,,
SafetyAntButton2-v0__cpo__s1,SafetyAntButton2-v0,cpo,1,aliyun,pending,False,0,,,,,,
SafetyAntCircle0-v0__cpo__s1,SafetyAntCircle0-v0,cpo,1,30109,pending,False,0,,,,,,
SafetyAntCircle1-v0__cpo__s1,SafetyAntCircle1-v0,cpo,1,5090,pending,False,0,,,,,,
SafetyAntCircle2-v0__cpo__s1,SafetyAntCircle2-v0,cpo,1,aliyun,pending,False,0,,,,,,
SafetyAntGoal0-v0__cpo__s1,SafetyAntGoal0-v0,cpo,1,30109,pending,False,0,,,,,,
SafetyAntGoal1-v0__cpo__s1,SafetyAntGoal1-v0,cpo,1,5090,pending,False,0,,,,,,
SafetyAntGoal2-v0__cpo__s1,SafetyAntGoal2-v0,cpo,1,aliyun,pending,False,0,,,,,,
SafetyAntPush0-v0__cpo__s1,SafetyAntPush0-v0,cpo,1,30109,pending,False,0,,,,,,
SafetyAntPush1-v0__cpo__s1,SafetyAntPush1-v0,cpo,1,5090,pending,False,0,,,,,,
SafetyAntPush2-v0__cpo__s1,SafetyAntPush2-v0,cpo,1,aliyun,pending,False,0,,,,,,
SafetyAntRun0-v0__cpo__s1,SafetyAntRun0-v0,cpo,1,30109,pending,False,0,,,,,,
SafetyAntVelocity-v0__cpo__s1,SafetyAntVelocity-v0,cpo,1,5090,pending,False,0,,,,,,
SafetyAntVelocity-v1__cpo__s1,SafetyAntVelocity-v1,cpo,1,aliyun,pending,False,0,,,,,,
SafetyCarButton0-v0__cpo__s1,SafetyCarButton0-v0,cpo,1,30109,pending,False,0,,,,,,
SafetyCarButton1-v0__cpo__s1,SafetyCarButton1-v0,cpo,1,5090,pending,False,0,,,,,,
SafetyCarButton2-v0__cpo__s1,SafetyCarButton2-v0,cpo,1,aliyun,pending,False,0,,,,,,
SafetyCarCircle0-v0__cpo__s1,SafetyCarCircle0-v0,cpo,1,30109,pending,False,0,,,,,,
SafetyCarCircle1-v0__cpo__s1,SafetyCarCircle1-v0,cpo,1,5090,pending,False,0,,,,,,
SafetyCarCircle2-v0__cpo__s1,SafetyCarCircle2-v0,cpo,1,aliyun,pending,False,0,,,,,,
SafetyCarGoal0-v0__cpo__s1,SafetyCarGoal0-v0,cpo,1,30109,pending,False,0,,,,,,
SafetyCarGoal1-v0__cpo__s1,SafetyCarGoal1-v0,cpo,1,5090,pending,False,0,,,,,,
SafetyCarGoal2-v0__cpo__s1,SafetyCarGoal2-v0,cpo,1,aliyun,pending,False,0,,,,,,
SafetyCarPush0-v0__cpo__s1,SafetyCarPush0-v0,cpo,1,30109,pending,False,0,,,,,,
SafetyCarPush1-v0__cpo__s1,SafetyCarPush1-v0,cpo,1,5090,pending,False,0,,,,,,
SafetyCarPush2-v0__cpo__s1,SafetyCarPush2-v0,cpo,1,aliyun,pending,False,0,,,,,,
SafetyCarRun0-v0__cpo__s1,SafetyCarRun0-v0,cpo,1,30109,pending,False,0,,,,,,
SafetyDoggoButton0-v0__cpo__s1,SafetyDoggoButton0-v0,cpo,1,5090,pending,False,0,,,,,,
SafetyDoggoButton1-v0__cpo__s1,SafetyDoggoButton1-v0,cpo,1,aliyun,pending,False,0,,,,,,
SafetyDoggoButton2-v0__cpo__s1,SafetyDoggoButton2-v0,cpo,1,30109,pending,False,0,,,,,,
SafetyDoggoCircle0-v0__cpo__s1,SafetyDoggoCircle0-v0,cpo,1,5090,pending,False,0,,,,,,
SafetyDoggoCircle1-v0__cpo__s1,SafetyDoggoCircle1-v0,cpo,1,aliyun,pending,False,0,,,,,,
SafetyDoggoCircle2-v0__cpo__s1,SafetyDoggoCircle2-v0,cpo,1,30109,pending,False,0,,,,,,
SafetyDoggoGoal0-v0__cpo__s1,SafetyDoggoGoal0-v0,cpo,1,5090,pending,False,0,,,,,,
SafetyDoggoGoal1-v0__cpo__s1,SafetyDoggoGoal1-v0,cpo,1,aliyun,pending,False,0,,,,,,
SafetyDoggoGoal2-v0__cpo__s1,SafetyDoggoGoal2-v0,cpo,1,30109,pending,False,0,,,,,,
SafetyDoggoPush0-v0__cpo__s1,SafetyDoggoPush0-v0,cpo,1,5090,pending,False,0,,,,,,
SafetyDoggoPush1-v0__cpo__s1,SafetyDoggoPush1-v0,cpo,1,aliyun,pending,False,0,,,,,,
SafetyDoggoPush2-v0__cpo__s1,SafetyDoggoPush2-v0,cpo,1,30109,pending,False,0,,,,,,
SafetyDoggoRun0-v0__cpo__s1,SafetyDoggoRun0-v0,cpo,1,5090,pending,False,0,,,,,,
SafetyHalfCheetahVelocity-v0__cpo__s1,SafetyHalfCheetahVelocity-v0,cpo,1,aliyun,pending,False,0,,,,,,
